customer_id,full_name,email,phone,city,age
CUST1000,Ishita Shah,suresh.khan426@gmail.com,5432086531,Ahmedbad,66
CUST1001,Anita Singh,priya.shah608@gmail.com,8416987804,Chennai,35
CUST1002,Arjun Khan,ishita.shah208@gmail.com,9985288021,Hydrabad,32
CUST1003,Priya Singh,mira.singh941@gmail.com,5150249504,Pune,0
CUST1004,Anita Gupta,suresh.khan169@gmail.com,2925092662,Chennai,39
CUST1005,Kabir Gupta,kabir.sharma564@gmail.com,329723931,Ahmedbad,35
CUST1006,Anita uKlkarni,priya.das103@gmail.com,7859902715,Jaipur,31
CUST1007,Ishita Kulkarni,,3696101932,Mumbai,44
CUST1008,Mira Gupta,,6738430480,Mumbai,46
CUST1009,Priay Patel,rahul.das878@gmail.com,2406436407,Suratt,24
CUST1010,Sneha Rdedy,aarav.gupta759@gmail.com,6889350545,Pune,
CUST1011,Anaya Singh,rahul.khan47@gmail.com,2849547916,Kolkatta,32
CUST1012,Sneha Shah,diya.shah414@gmail.com,2399656175,Mumbai,50
CUST1013,Kbair Singh,sneha.sharma628@gmail.com,3833940272,Bangalore,48
CUST1014,Ishita Kulkarni,rohan.sharma699@gmail.com,9110830198,Jaipur,20
CUST1015,Priya Patel,priya.reddy82@gmail.com,5150594415,Hydrabad,23
CUST1016,Anaya Khan,mira.das52@gmail.com,1855543633,Ahmedbad,51
CUST1017,Aarav Patel,anita.kapoor373@gmail.com,6858295768,Mumbai,63
CUST1018,Diya Kapoor,rohan.gupta87@gmail.com,,Bangalore,39
CUST1019,Kabir Kapoor,anaya.patel357@gmail.com,7954124556,Hydrabad,29
CUST1020,Aarva Kulkarni,ishita.khan638@gmail.com,869967473,Delhi,56
CUST1021,Aarav Singh,anaya.shah121@gmail.com,4715593173,Chennai,35
CUST1022,Suresh Kapoor,,4673275758,Chennai,50
CUST1023,Arjun Kulkarni,ishita.shah247@gmail.com,766555360,Ahmedbad,63
CUST1024,Mira Nair,anaya.reddy812@gmail.com,2215394937,Delhi,49
CUST1025,Kabir aDs,ishita.khan26@gmail.com,911477668,Chennai,41
CUST1026,Anita Patel,kabir.das432@gmail.com,3221808920,Ahmedbad,50
CUST1027,Suresh aPtel,mira.shah856@gmail.com,4031106916,Hydrabad,30
CUST1028,Anita Singh,diya.das762@gmail.com,1884852423,Hydrabad,37
CUST1029,Priya Khan,sneha.khan277@gmail.com,309559256,Delhi,31
CUST1030,Sneha Gupta,anita.nair228@gmail.com,,Hydrabad,36
CUST1031,Rahul Patel,anaya.singh537@gmail.com,9575409894,Jaipur,32
CUST1032,Sneha Sharma,priya.singh431@gmail.com,4440383835,Chennai,37
CUST1033,Anita Reddy,ishita.singh920@gmail.com,7222264391,Mumbai,34
CUST1034,Aarav Khan,mira.shah254@gmail.com,6306915295,Mumbai,41
CUST1035,Arjun Kulkarni,diya.singh329@gmail.com,87629675,Mumbai,40
CUST1036,Aarav Gupta,sneha.kapoor915@gmail.com,7668328500,Hydrabad,44
CUST1037,Kabir Sharma,,9745590432,Kolkatta,61
CUST1038,Anaya Nair,rohan.singh227@gmail.com,7617069170,Delhi,16
CUST1039,Diya Patel,diya.gupta789@gmail.com,7944313311,Suratt,
CUST1040,Mira hKan,mira.khan117@gmail.com,6365768461,Bangalore,36
CUST1041,Anaya Reddy,suresh.kapoor543@gmail.com,6382082475,Ahmedbad,21
CUST1042,Arjun Singh,anaya.kulkarni809@gmail.com,8015595156,Jaipur,37
CUST1043,Rohan Kapoor,ishita.patel260@gmail.com,8970297317,Delhi,41
CUST1044,Rohan Nair,aarav.nair564@gmail.com,,Pune,56
CUST1045,Arjun Khan,kabir.singh557@gmail.com,7920830470,Bangalore,24
CUST1046,Rohan Kulkarni,kabir.kapoor871@gmail.com,5153905070,Delhi,43
CUST1047,Sneha Kulkarni,anita.sharma148@gmail.com,6025303766,Pune,41
CUST1048,Ishita Reddy,ishita.reddy360@gmail.com,8763641911,Bangalore,14
CUST1049,Aarav Patel,anaya.khan150@gmail.com,6492408057,Ahmedbad,22
CUST1050,Priya Nair,anaya.patel140@gmail.com,6433238144,Mumbai,49
CUST1051,Suresh Kapoor,diya.das278@gmail.com,2831867253,Pune,50
CUST1052,Arjun Singh,aarav.reddy521@gmail.com,3081008956,Jaipur,56
CUST1053,Rohan Patel,suresh.das555@gmail.com,3958565530,Chennai,
CUST1054,Ishita Shah,aarav.gupta22@gmail.com,,Delhi,45
CUST1055,Arjun Reddy,priya.sharma962@gmail.com,9948099276,Pune,41
CUST1056,Sneha Khan,priya.reddy140@gmail.com,5635384153,Delhi,58
CUST1057,Diya Nair,suresh.khan567@gmail.com,604653751,Jaipur,27
CUST1058,Sneh aSharma,mira.sharma771@gmail.com,2033083127,Bangalore,37
CUST1059,Anaya Shah,mira.patel447@gmail.com,9592828413,Chennai,45
CUST1060,Rohan Patel,diya.kapoor964@gmail.com,5618744231,Ahmedbad,16
CUST1061,Ishita Das,diya.sharma563@gmail.com,2486262284,Kolkatta,59
CUST1062,Suresh Shah,anita.singh641@gmail.com,7378551377,Delhi,28
CUST1063,oRhan Reddy,arjun.kapoor579@gmail.com,3689355555,Mumbai,38
CUST1064,Ishita Das,diya.khan637@gmail.com,3126593036,Bangalore,72
CUST1065,Aarav Sharma,priya.kulkarni406@gmail.com,4678693069,Bangalore,27
CUST1066,Diya Singh,anaya.khan826@gmail.com,8094443710,Kolkatta,32
CUST1067,Kabir Das,suresh.singh444@gmail.com,9697864413,Chennai,63
CUST1068,Diya Patel,arjun.kulkarni674@gmail.com,1204188956,Kolkatta,23
CUST1069,Anaya Sharma,ishita.sharma620@gmail.com,5157369031,Pune,33
CUST1070,Suresh Gupta,arjun.patel910@gmail.com,6949823333,Suratt,47
CUST1071,Anaya Das,rahul.nair958@gmail.com,,Hydrabad,46
CUST1072,Ishita Patel,rahul.kulkarni945@gmail.com,9741682084,Pune,48
CUST1073,Rahul Sharma,kabir.das756@gmail.com,7083162058,Kolkatta,45
CUST1074,Arjun Sharma,mira.patel907@gmail.com,7876979789,Suratt,60
CUST1075,Rahul Kapoor,mira.shah909@gmail.com,6955347727,Bangalore,55
CUST1076,Arjun Patel,sneha.kapoor936@gmail.com,,Ahmedbad,
CUST1077,Mira Patel,diya.kapoor321@gmail.com,4335512482,Ahmedbad,29
CUST1078,Rahul Das,priya.reddy247@gmail.com,817545246,Hydrabad,29
CUST1079,Suresh Reddy,,7931496198,Chennai,11
CUST1080,Ishita Shah,kabir.das617@gmail.com,9733554249,Suratt,50
CUST1081,Ainta Shah,anaya.kulkarni678@gmail.com,1196661685,Bangalore,12
CUST1082,Ishita Sharma,anita.patel364@gmail.com,4561699573,Jaipur,53
CUST1083,Suresh Patel,rahul.nair590@gmail.com,5108873322,Ahmedbad,
CUST1084,Arjun Kulkarni,anaya.reddy319@gmail.com,,Kolkatta,24
CUST1085,Kabir Sharma,mira.shah35@gmail.com,3753355343,Suratt,29
CUST1086,Rohan Kulkarni,kabir.kapoor781@gmail.com,1887385486,Hydrabad,32
CUST1087,Priya Gupta,rahul.sharma689@gmail.com,1561924235,Delhi,52
CUST1088,Anaya Kulkarni,diya.das457@gmail.com,5230932138,Kolkatta,27
CUST1089,Ishita Khan,rahul.das401@gmail.com,,Kolkatta,38
CUST1090,Mira Nair,aarav.shah255@gmail.com,,Mumbai,32
CUST1091,Rahul Khan,anaya.kapoor456@gmail.com,2201573815,Jaipur,36
CUST1092,Rahul Khan,mira.gupta222@gmail.com,8258664819,Ahmedbad,59
CUST1093,Anaya Khan,suresh.reddy256@gmail.com,1735793664,Pune,25
CUST1094,Ishita Das,diya.shah600@gmail.com,9011776344,Kolkatta,41
CUST1095,Aarav Patel,kabir.kulkarni233@gmail.com,7533653075,Bangalore,44
CUST1096,Kabir Gupta,anaya.patel90@gmail.com,3344883302,Suratt,52
CUST1097,Ishita Nair,kabir.patel229@gmail.com,6927428232,Ahmedbad,21
CUST1098,Rahul Kapoor,ishita.reddy22@gmail.com,9470540249,Bangalore,56
CUST1099,Ishita Kulkarni,anaya.das910@gmail.com,5645107566,Bangalore,46
CUST1100,Arjun Singh,aarav.reddy93@gmail.com,4671213160,Pune,53
CUST1101,Aarav Nair,anita.singh942@gmail.com,2734393474,Chennai,
CUST1102,Aarav Kulkarni,anaya.gupta602@gmail.com,423773711,Bangalore,
CUST1103,Arjun Das,kabir.reddy691@gmail.com,8646206517,Bangalore,30
CUST1104,Antia Reddy,priya.singh496@gmail.com,6877203117,Bangalore,52
CUST1105,Rahul Singh,arjun.patel767@gmail.com,7295271617,Suratt,40
CUST1106,Anita Nair,mira.shah496@gmail.com,59792899,Bangalore,39
CUST1107,Rohan Sharma,anita.kulkarni869@gmail.com,2408780129,Mumbai,66
CUST1108,Diya Singh,diya.kulkarni123@gmail.com,5785784020,Bangalore,73
CUST1109,Priya Kulkarni,suresh.singh394@gmail.com,9429837971,Ahmedbad,39
CUST1110,Anaya Patel,mira.gupta172@gmail.com,9432004044,Ahmedbad,68
CUST1111,Sneha Singh,anita.gupta998@gmail.com,9371954257,Jaipur,10
CUST1112,Suresh Sharma,rohan.sharma488@gmail.com,1249347833,Ahmedbad,9
CUST1113,Priya Sharma,ishita.kapoor335@gmail.com,2128378640,Pune,53
CUST1114,Kabir Das,arjun.das55@gmail.com,6066625069,Chennai,36
CUST1115,Priya Shah,rahul.patel739@gmail.com,6034693148,Chennai,48
CUST1116,Anita Gupta,rahul.das855@gmail.com,902729344,Ahmedbad,47
CUST1117,Anita Khan,anaya.das114@gmail.com,8766666652,Kolkatta,38
CUST1118,Suresh Kapoor,suresh.sharma274@gmail.com,5852459389,Mumbai,50
CUST1119,Ishita Khan,aarav.shah418@gmail.com,,Jaipur,42
CUST1120,Aarav Kapoor,rohan.das407@gmail.com,3952209790,Kolkatta,17
CUST1121,Mira Shah,rahul.gupta365@gmail.com,9591296811,Jaipur,43
CUST1122,Anaya Singh,diya.singh428@gmail.com,9583042870,Jaipur,42
CUST1123,Sneha Patel,sneha.singh293@gmail.com,2480061556,Delhi,67
CUST1124,Anita Kulkarni,arjun.singh510@gmail.com,836225247,Kolkatta,23
CUST1125,Diya Khan,rohan.sharma72@gmail.com,7424877376,Kolkatta,40
CUST1126,Rahul Patel,anaya.sharma631@gmail.com,8056357777,Hydrabad,33
CUST1127,Priya Das,priya.khan836@gmail.com,485041082,Delhi,38
CUST1128,Suresh Sharma,mira.patel19@gmail.com,5474497414,Chennai,64
CUST1129,Diya Sharma,suresh.nair631@gmail.com,4282770039,Delhi,45
CUST1130,Priya Kapoor,kabir.reddy876@gmail.com,5012958805,Ahmedbad,33
CUST1131,Ishita Sharma,arjun.das171@gmail.com,7913360756,Ahmedbad,42
CUST1132,Diya Kapoor,aarav.kulkarni0@gmail.com,7920986381,Mumbai,51
CUST1133,Rohan Shah,kabir.reddy158@gmail.com,7168774,Suratt,25
CUST1134,Anita Gupta,mira.khan705@gmail.com,915003524,Pune,36
CUST1135,Priya Shah,rahul.gupta525@gmail.com,8456713681,Hydrabad,63
CUST1136,Suresh Singh,rahul.gupta515@gmail.com,2129456405,Chennai,52
CUST1137,Ishita Reddy,rohan.shah51@gmail.com,698815134,Suratt,39
CUST1138,Diya Khan,,1238024560,Suratt,32
CUST1139,Priya Nair,rohan.singh459@gmail.com,9894402208,Chennai,37
CUST1140,Priya Kulkarni,diya.khan645@gmail.com,3806295002,Chennai,16
CUST1141,Priya Shah,priya.kulkarni862@gmail.com,6647151824,Mumbai,54
CUST1142,Mira Kapoor,anita.kapoor991@gmail.com,4616631257,Chennai,45
CUST1143,Arjun Khan,aarav.khan349@gmail.com,2604089751,Pune,42
CUST1144,Rohan Shah,rohan.nair442@gmail.com,5730708529,Jaipur,20
CUST1145,Arjun Singh,rahul.nair78@gmail.com,3637979225,Ahmedbad,29
CUST1146,Priya Patel,sneha.reddy613@gmail.com,8099387936,Chennai,47
CUST1147,rAjun Kapoor,mira.kapoor386@gmail.com,3627167572,Chennai,43
CUST1148,Priya Kapoor,kabir.das515@gmail.com,3408837780,Bangalore,32
CUST1149,Arjun Patel,anaya.reddy536@gmail.com,7554979031,Kolkatta,47
CUST1150,Suresh Gupta,priya.sharma293@gmail.com,9753967874,Pune,
CUST1151,Priya Singh,sneha.shah381@gmail.com,663191707,Suratt,29
CUST1152,Anita Kapoor,diya.patel418@gmail.com,6707136834,Kolkatta,32
CUST1153,Ishita Singh,rohan.gupta279@gmail.com,6561031923,Bangalore,26
CUST1154,Rahul Singh,diya.khan7@gmail.com,81737486,Kolkatta,22
CUST1155,Diya Khan,suresh.khan163@gmail.com,4336199786,Pune,51
CUST1156,Aarav Nair,mira.kulkarni929@gmail.com,426781679,Ahmedbad,47
CUST1157,Antia Sharma,rahul.kapoor3@gmail.com,5090409201,Mumbai,45
CUST1158,Sneha Sharma,aarav.gupta647@gmail.com,3346272453,Hydrabad,22
CUST1159,Anaya Das,sneha.kulkarni101@gmail.com,9716519430,Jaipur,24
CUST1160,Ishita Patel,diya.singh589@gmail.com,4847089652,Pune,38
CUST1161,Arjun Patel,mira.das427@gmail.com,9986149792,Hydrabad,33
CUST1162,Arjun Nair,rohan.kulkarni734@gmail.com,3051040063,Pune,41
CUST1163,Suresh Shah,arjun.shah850@gmail.com,9473972042,Kolkatta,29
CUST1164,Aarav Kapoor,anita.reddy470@gmail.com,1482378579,Ahmedbad,49
CUST1165,Priya Reddy,,2243307083,Suratt,66
CUST1166,Sneha Kulkarni,arjun.sharma190@gmail.com,3882329755,Pune,63
CUST1167,Sneha Shah,anaya.gupta746@gmail.com,6226531890,Jaipur,64
CUST1168,Priya Reddy,kabir.reddy108@gmail.com,9640290571,Ahmedbad,41
CUST1169,Rohan Khan,sneha.sharma996@gmail.com,3113850776,Pune,53
CUST1170,Mira Das,rohan.gupta461@gmail.com,5505739138,Kolkatta,34
CUST1171,Anaya Reddy,suresh.khan955@gmail.com,8155172565,Chennai,53
CUST1172,Sneha Khan,arjun.kapoor237@gmail.com,9282297697,Mumbai,34
CUST1173,Sneha Patel,diya.gupta467@gmail.com,6183597293,Ahmedbad,32
CUST1174,Sneha Gupta,aarav.das445@gmail.com,8360622265,Bangalore,30
CUST1175,Kabir Kapoor,arjun.reddy29@gmail.com,2274777259,Pune,50
CUST1176,Rahul Shah,ishita.das873@gmail.com,8043891725,Hydrabad,44
CUST1177,Rohan Khan,,4384375216,Pune,42
CUST1178,Mira Sharma,suresh.reddy160@gmail.com,5113139074,Mumbai,22
CUST1179,Arjun Kulkarni,diya.reddy889@gmail.com,671582509,Hydrabad,42
CUST1180,Anaya Patel,kabir.singh518@gmail.com,4307772151,Suratt,18
CUST1181,Mira Das,anita.patel539@gmail.com,2757062778,Jaipur,62
CUST1182,Mira Khan,anita.kulkarni147@gmail.com,2375895749,Delhi,38
CUST1183,Ishita Ptael,aarav.das8@gmail.com,7093302363,Ahmedbad,
CUST1184,Arjun Shah,rahul.singh645@gmail.com,9239771539,Bangalore,38
CUST1185,Ishita Gupta,suresh.gupta607@gmail.com,6521413282,Bangalore,
CUST1186,Diya Khan,rohan.gupta847@gmail.com,9358804583,Chennai,19
CUST1187,Rohan Nair,anaya.shah307@gmail.com,7905568433,Hydrabad,
CUST1188,Diya Reddy,aarav.kulkarni63@gmail.com,5305853587,Ahmedbad,62
CUST1189,Mira Singh,kabir.nair206@gmail.com,6131886287,Delhi,23
CUST1190,Diya Das,aarav.patel19@gmail.com,6491019522,Kolkatta,29
CUST1191,Rahul Shah,kabir.sharma379@gmail.com,1627084273,Hydrabad,39
CUST1192,Sneha Reddy,rahul.kulkarni418@gmail.com,4204544031,Mumbai,14
CUST1193,Mira Sharma,rahul.kapoor660@gmail.com,7834007376,Delhi,14
CUST1194,Rohan Kapoor,ishita.reddy516@gmail.com,923088376,Bangalore,33
CUST1195,Suresh Das,rahul.khan374@gmail.com,9272264795,Chennai,39
CUST1196,Sneha Reddy,diya.shah768@gmail.com,6457070445,Ahmedbad,34
CUST1197,Priya Sharma,rahul.singh180@gmail.com,8927562406,Chennai,63
CUST1198,Diya Kulkarni,,8952676749,Delhi,37
CUST1199,Arjun Reddy,suresh.nair790@gmail.com,4482896830,Delhi,45
CUST1200,Arjun Das,priya.patel637@gmail.com,5658213291,Mumbai,63
CUST1201,Kabir Nair,anita.nair451@gmail.com,4324896972,Pune,65
CUST1202,Suresh Gupta,anita.singh319@gmail.com,9634648064,Jaipur,16
CUST1203,Rahul Gupta,mira.shah240@gmail.com,3145697015,Mumbai,34
CUST1204,Priya Das,aarav.nair649@gmail.com,3225150979,Suratt,57
CUST1205,Anita Gupta,,4582730853,Kolkatta,19
CUST1206,Suresh Gupta,suresh.sharma512@gmail.com,9206395021,Ahmedbad,26
CUST1207,Anaya Nair,diya.patel628@gmail.com,5303076040,Chennai,20
CUST1208,Aarav Das,anaya.shah715@gmail.com,3465447426,Kolkatta,19
CUST1209,Arjun Sharma,kabir.gupta418@gmail.com,4036883967,Chennai,22
CUST1210,Mira Nair,,507227000,Suratt,42
CUST1211,Mira Kapoor,kabir.kapoor829@gmail.com,9077933862,Kolkatta,59
CUST1212,Priya Patel,rahul.kulkarni111@gmail.com,8021919,Ahmedbad,
CUST1213,Ishita Kulkarni,anaya.gupta91@gmail.com,7987327711,Chennai,40
CUST1214,Diya Kapoor,rahul.sharma169@gmail.com,6466803929,Mumbai,10
CUST1215,Aarav Patel,diya.sharma83@gmail.com,4487865001,Mumbai,39
CUST1216,Suresh Khan,aarav.gupta117@gmail.com,8979069341,Suratt,34
CUST1217,Rahlu Shah,sneha.gupta407@gmail.com,8454072084,Suratt,45
CUST1218,MiraK apoor,aarav.shah577@gmail.com,9940088782,Suratt,
CUST1219,Kabir Nair,kabir.kapoor285@gmail.com,318677257,Jaipur,13
CUST1220,Priya Shah,rohan.patel483@gmail.com,1743646584,Suratt,46
CUST1221,Priya Reddy,rohan.khan888@gmail.com,3576065863,Chennai,8
CUST1222,Diya Kulkarni,kabir.kulkarni705@gmail.com,2672631568,Pune,29
CUST1223,Mira Patel,priya.khan331@gmail.com,3415130792,Ahmedbad,44
CUST1224,Mira Sharma,kabir.khan245@gmail.com,9423032250,Suratt,45
CUST1225,Rohan Kapoor,anita.das863@gmail.com,1843421216,Hydrabad,
CUST1226,Rohan Singh,arjun.gupta507@gmail.com,5962868544,Jaipur,4
CUST1227,Arjun Sharma,anita.kulkarni663@gmail.com,9331854954,Ahmedbad,45
CUST1228,Ishita Kapoor,anita.reddy672@gmail.com,4244317101,Delhi,50
CUST1229,Rahul Reddy,diya.gupta174@gmail.com,9063801117,Chennai,35
CUST1230,Priya Nair,arjun.patel32@gmail.com,3049303764,Chennai,49
CUST1231,Kabir Shah,ishita.gupta836@gmail.com,1808567845,Ahmedbad,23
CUST1232,Mir aNair,rohan.nair516@gmail.com,,Mumbai,49
CUST1233,Arjun Sharma,anita.khan185@gmail.com,6100859954,Bangalore,48
CUST1234,Rahul Kulkarni,sneha.reddy661@gmail.com,9674231823,Suratt,25
CUST1235,AnayaK apoor,rahul.gupta330@gmail.com,7852316183,Pune,30
CUST1236,Diya Khan,kabir.khan546@gmail.com,6857183137,Pune,37
CUST1237,Ishita Nair,priya.das457@gmail.com,,Delhi,30
CUST1238,Sneha Sharma,diya.khan841@gmail.com,8605481824,Bangalore,55
CUST1239,Anita Singh,anita.nair187@gmail.com,9918139951,Kolkatta,42
CUST1240,Sneha Reddy,sneha.gupta248@gmail.com,,Jaipur,59
CUST1241,Aarav Reddy,sneha.patel406@gmail.com,,Pune,57
CUST1242,Diya Khan,,3541404948,Delhi,40
CUST1243,Anaya Shah,suresh.singh347@gmail.com,1381696398,Suratt,37
CUST1244,Anaya Singh,diya.nair35@gmail.com,7593940928,Hydrabad,25
CUST1245,Rahul Singh,sneha.khan763@gmail.com,8065802218,Suratt,
CUST1246,Mira Reddy,ishita.shah287@gmail.com,1829649489,Bangalore,27
CUST1247,Anaya Shah,anaya.das923@gmail.com,3828955637,Hydrabad,45
CUST1248,Rohan Nair,ishita.singh596@gmail.com,9809013977,Bangalore,26
CUST1249,Sneha Singh,mira.gupta127@gmail.com,2383851106,Jaipur,41
CUST1250,Kabir Shah,arjun.nair490@gmail.com,5601646715,Jaipur,42
CUST1251,Anaya Nair,,6008851278,Chennai,32
CUST1252,Mira Reddy,sneha.nair548@gmail.com,5592561748,Mumbai,37
CUST1253,Sneha Kulkarni,sneha.nair42@gmail.com,8314017389,Mumbai,61
CUST1254,Sneha Khan,ishita.sharma147@gmail.com,4331759915,Kolkatta,64
CUST1255,Priya Kulkarni,mira.patel708@gmail.com,5806284017,Pune,28
CUST1256,Mira Sharma,,7762594759,Ahmedbad,37
CUST1257,Aarav Nair,,9202441762,Suratt,34
CUST1258,Aarva Reddy,priya.singh57@gmail.com,7807259272,Hydrabad,35
CUST1259,Priya Nair,mira.khan787@gmail.com,1671642049,Suratt,63
CUST1260,Diya Kulkarni,kabir.shah527@gmail.com,1701378540,Chennai,50
